# i j l theta_ijl interval road_class
96 67 7 0.90 10:30-11:00 suburban
96 67 8 0.86 11:00-11:30 suburban
96 67 9 0.78 11:30-12:00 suburban
96 68 0 0.65 07:00-07:30 urban
96 68 1 0.50 07:30-08:00 urban
96 68 2 0.40 08:00-08:30 urban
96 68 3 0.45 08:30-09:00 urban
96 68 4 0.60 09:00-09:30 urban
96 68 5 0.70 09:30-10:00 urban
96 68 6 0.80 10:00-10:30 urban
96 68 7 0.85 10:30-11:00 urban
96 68 8 0.80 11:00-11:30 urban
96 68 9 0.70 11:30-12:00 urban
96 69 0 0.72 07:00-07:30 suburban
96 69 1 0.60 07:30-08:00 suburban
96 69 2 0.50 08:00-08:30 suburban
96 69 3 0.55 08:30-09:00 suburban
96 69 4 0.68 09:00-09:30 suburban
96 69 5 0.78 09:30-10:00 suburban
96 69 6 0.86 10:00-10:30 suburban
96 69 7 0.90 10:30-11:00 suburban
96 69 8 0.86 11:00-11:30 suburban
96 69 9 0.78 11:30-12:00 suburban
96 70 0 0.65 07:00-07:30 urban
96 70 1 0.50 07:30-08:00 urban
96 70 2 0.40 08:00-08:30 urban
96 70 3 0.45 08:30-09:00 urban
96 70 4 0.60 09:00-09:30 urban
96 70 5 0.70 09:30-10:00 urban
96 70 6 0.80 10:00-10:30 urban
96 70 7 0.85 10:30-11:00 urban
96 70 8 0.80 11:00-11:30 urban
96 70 9 0.70 11:30-12:00 urban
96 71 0 0.65 07:00-07:30 urban
96 71 1 0.50 07:30-08:00 urban
96 71 2 0.40 08:00-08:30 urban
96 71 3 0.45 08:30-09:00 urban
96 71 4 0.60 09:00-09:30 urban
96 71 5 0.70 09:30-10:00 urban
96 71 6 0.80 10:00-10:30 urban
96 71 7 0.85 10:30-11:00 urban
96 71 8 0.80 11:00-11:30 urban
96 71 9 0.70 11:30-12:00 urban
96 72 0 0.80 07:00-07:30 arterial
96 72 1 0.70 07:30-08:00 arterial
96 72 2 0.60 08:00-08:30 arterial
96 72 3 0.65 08:30-09:00 arterial
96 72 4 0.75 09:00-09:30 arterial
96 72 5 0.82 09:30-10:00 arterial
96 72 6 0.90 10:00-10:30 arterial
96 72 7 0.95 10:30-11:00 arterial
96 72 8 0.90 11:00-11:30 arterial
96 72 9 0.82 11:30-12:00 arterial
96 73 0 0.72 07:00-07:30 suburban
96 73 1 0.60 07:30-08:00 suburban
96 73 2 0.50 08:00-08:30 suburban
96 73 3 0.55 08:30-09:00 suburban
96 73 4 0.68 09:00-09:30 suburban
96 73 5 0.78 09:30-10:00 suburban
96 73 6 0.86 10:00-10:30 suburban
96 73 7 0.90 10:30-11:00 suburban
96 73 8 0.86 11:00-11:30 suburban
96 73 9 0.78 11:30-12:00 suburban
96 74 0 0.72 07:00-07:30 suburban
96 74 1 0.60 07:30-08:00 suburban
96 74 2 0.50 08:00-08:30 suburban
96 74 3 0.55 08:30-09:00 suburban
96 74 4 0.68 09:00-09:30 suburban
96 74 5 0.78 09:30-10:00 suburban
96 74 6 0.86 10:00-10:30 suburban
96 74 7 0.90 10:30-11:00 suburban
96 74 8 0.86 11:00-11:30 suburban
96 74 9 0.78 11:30-12:00 suburban
96 75 0 0.65 07:00-07:30 urban
96 75 1 0.50 07:30-08:00 urban
96 75 2 0.40 08:00-08:30 urban
96 75 3 0.45 08:30-09:00 urban
96 75 4 0.60 09:00-09:30 urban
96 75 5 0.70 09:30-10:00 urban
96 75 6 0.80 10:00-10:30 urban
96 75 7 0.85 10:30-11:00 urban
96 75 8 0.80 11:00-11:30 urban
96 75 9 0.70 11:30-12:00 urban
96 76 0 0.65 07:00-07:30 urban
96 76 1 0.50 07:30-08:00 urban
96 76 2 0.40 08:00-08:30 urban
96 76 3 0.45 08:30-09:00 urban
96 76 4 0.60 09:00-09:30 urban
96 76 5 0.70 09:30-10:00 urban
96 76 6 0.80 10:00-10:30 urban
96 76 7 0.85 10:30-11:00 urban
96 76 8 0.80 11:00-11:30 urban
96 76 9 0.70 11:30-12:00 urban
96 77 0 0.80 07:00-07:30 arterial
96 77 1 0.70 07:30-08:00 arterial
96 77 2 0.60 08:00-08:30 arterial
96 77 3 0.65 08:30-09:00 arterial
96 77 4 0.75 09:00-09:30 arterial
96 77 5 0.82 09:30-10:00 arterial
96 77 6 0.90 10:00-10:30 arterial
96 77 7 0.95 10:30-11:00 arterial
96 77 8 0.90 11:00-11:30 arterial
96 77 9 0.82 11:30-12:00 arterial
96 78 0 0.65 07:00-07:30 urban
96 78 1 0.50 07:30-08:00 urban
96 78 2 0.40 08:00-08:30 urban
96 78 3 0.45 08:30-09:00 urban
96 78 4 0.60 09:00-09:30 urban
96 78 5 0.70 09:30-10:00 urban
96 78 6 0.80 10:00-10:30 urban
96 78 7 0.85 10:30-11:00 urban
96 78 8 0.80 11:00-11:30 urban
96 78 9 0.70 11:30-12:00 urban
96 79 0 0.80 07:00-07:30 arterial
96 79 1 0.70 07:30-08:00 arterial
96 79 2 0.60 08:00-08:30 arterial
96 79 3 0.65 08:30-09:00 arterial
96 79 4 0.75 09:00-09:30 arterial
96 79 5 0.82 09:30-10:00 arterial
96 79 6 0.90 10:00-10:30 arterial
96 79 7 0.95 10:30-11:00 arterial
96 79 8 0.90 11:00-11:30 arterial
96 79 9 0.82 11:30-12:00 arterial
96 80 0 0.65 07:00-07:30 urban
96 80 1 0.50 07:30-08:00 urban
96 80 2 0.40 08:00-08:30 urban
96 80 3 0.45 08:30-09:00 urban
96 80 4 0.60 09:00-09:30 urban
96 80 5 0.70 09:30-10:00 urban
96 80 6 0.80 10:00-10:30 urban
96 80 7 0.85 10:30-11:00 urban
96 80 8 0.80 11:00-11:30 urban
96 80 9 0.70 11:30-12:00 urban
96 81 0 0.80 07:00-07:30 arterial
96 81 1 0.70 07:30-08:00 arterial
96 81 2 0.60 08:00-08:30 arterial
96 81 3 0.65 08:30-09:00 arterial
96 81 4 0.75 09:00-09:30 arterial
96 81 5 0.82 09:30-10:00 arterial
96 81 6 0.90 10:00-10:30 arterial
96 81 7 0.95 10:30-11:00 arterial
96 81 8 0.90 11:00-11:30 arterial
96 81 9 0.82 11:30-12:00 arterial
96 82 0 0.65 07:00-07:30 urban
96 82 1 0.50 07:30-08:00 urban
96 82 2 0.40 08:00-08:30 urban
96 82 3 0.45 08:30-09:00 urban
96 82 4 0.60 09:00-09:30 urban
96 82 5 0.70 09:30-10:00 urban
96 82 6 0.80 10:00-10:30 urban
96 82 7 0.85 10:30-11:00 urban
96 82 8 0.80 11:00-11:30 urban
96 82 9 0.70 11:30-12:00 urban
96 83 0 0.65 07:00-07:30 urban
96 83 1 0.50 07:30-08:00 urban
96 83 2 0.40 08:00-08:30 urban
96 83 3 0.45 08:30-09:00 urban
96 83 4 0.60 09:00-09:30 urban
96 83 5 0.70 09:30-10:00 urban
96 83 6 0.80 10:00-10:30 urban
96 83 7 0.85 10:30-11:00 urban
96 83 8 0.80 11:00-11:30 urban
96 83 9 0.70 11:30-12:00 urban
96 84 0 0.65 07:00-07:30 urban
96 84 1 0.50 07:30-08:00 urban
96 84 2 0.40 08:00-08:30 urban
96 84 3 0.45 08:30-09:00 urban
96 84 4 0.60 09:00-09:30 urban
96 84 5 0.70 09:30-10:00 urban
96 84 6 0.80 10:00-10:30 urban
96 84 7 0.85 10:30-11:00 urban
96 84 8 0.80 11:00-11:30 urban
96 84 9 0.70 11:30-12:00 urban
96 85 0 0.80 07:00-07:30 arterial
96 85 1 0.70 07:30-08:00 arterial
96 85 2 0.60 08:00-08:30 arterial
96 85 3 0.65 08:30-09:00 arterial
96 85 4 0.75 09:00-09:30 arterial
96 85 5 0.82 09:30-10:00 arterial
96 85 6 0.90 10:00-10:30 arterial
96 85 7 0.95 10:30-11:00 arterial
96 85 8 0.90 11:00-11:30 arterial
96 85 9 0.82 11:30-12:00 arterial
96 86 0 0.65 07:00-07:30 urban
96 86 1 0.50 07:30-08:00 urban
96 86 2 0.40 08:00-08:30 urban
96 86 3 0.45 08:30-09:00 urban
96 86 4 0.60 09:00-09:30 urban
96 86 5 0.70 09:30-10:00 urban
96 86 6 0.80 10:00-10:30 urban
96 86 7 0.85 10:30-11:00 urban
96 86 8 0.80 11:00-11:30 urban
96 86 9 0.70 11:30-12:00 urban
96 87 0 0.65 07:00-07:30 urban
96 87 1 0.50 07:30-08:00 urban
96 87 2 0.40 08:00-08:30 urban
96 87 3 0.45 08:30-09:00 urban
96 87 4 0.60 09:00-09:30 urban
96 87 5 0.70 09:30-10:00 urban
96 87 6 0.80 10:00-10:30 urban
96 87 7 0.85 10:30-11:00 urban
96 87 8 0.80 11:00-11:30 urban
96 87 9 0.70 11:30-12:00 urban
96 88 0 0.80 07:00-07:30 arterial
96 88 1 0.70 07:30-08:00 arterial
96 88 2 0.60 08:00-08:30 arterial
96 88 3 0.65 08:30-09:00 arterial
96 88 4 0.75 09:00-09:30 arterial
96 88 5 0.82 09:30-10:00 arterial
96 88 6 0.90 10:00-10:30 arterial
96 88 7 0.95 10:30-11:00 arterial
96 88 8 0.90 11:00-11:30 arterial
96 88 9 0.82 11:30-12:00 arterial
96 89 0 0.65 07:00-07:30 urban
96 89 1 0.50 07:30-08:00 urban
96 89 2 0.40 08:00-08:30 urban
96 89 3 0.45 08:30-09:00 urban
96 89 4 0.60 09:00-09:30 urban
96 89 5 0.70 09:30-10:00 urban
96 89 6 0.80 10:00-10:30 urban
96 89 7 0.85 10:30-11:00 urban
96 89 8 0.80 11:00-11:30 urban
96 89 9 0.70 11:30-12:00 urban
96 90 0 0.65 07:00-07:30 urban
96 90 1 0.50 07:30-08:00 urban
96 90 2 0.40 08:00-08:30 urban
96 90 3 0.45 08:30-09:00 urban
96 90 4 0.60 09:00-09:30 urban
96 90 5 0.70 09:30-10:00 urban
96 90 6 0.80 10:00-10:30 urban
96 90 7 0.85 10:30-11:00 urban
96 90 8 0.80 11:00-11:30 urban
96 90 9 0.70 11:30-12:00 urban
96 91 0 0.72 07:00-07:30 suburban
96 91 1 0.60 07:30-08:00 suburban
96 91 2 0.50 08:00-08:30 suburban
96 91 3 0.55 08:30-09:00 suburban
96 91 4 0.68 09:00-09:30 suburban
96 91 5 0.78 09:30-10:00 suburban
96 91 6 0.86 10:00-10:30 suburban
96 91 7 0.90 10:30-11:00 suburban
96 91 8 0.86 11:00-11:30 suburban
96 91 9 0.78 11:30-12:00 suburban
96 92 0 0.65 07:00-07:30 urban
96 92 1 0.50 07:30-08:00 urban
96 92 2 0.40 08:00-08:30 urban
96 92 3 0.45 08:30-09:00 urban
96 92 4 0.60 09:00-09:30 urban
96 92 5 0.70 09:30-10:00 urban
96 92 6 0.80 10:00-10:30 urban
96 92 7 0.85 10:30-11:00 urban
96 92 8 0.80 11:00-11:30 urban
96 92 9 0.70 11:30-12:00 urban
96 93 0 0.80 07:00-07:30 arterial
96 93 1 0.70 07:30-08:00 arterial
96 93 2 0.60 08:00-08:30 arterial
96 93 3 0.65 08:30-09:00 arterial
96 93 4 0.75 09:00-09:30 arterial
96 93 5 0.82 09:30-10:00 arterial
96 93 6 0.90 10:00-10:30 arterial
96 93 7 0.95 10:30-11:00 arterial
96 93 8 0.90 11:00-11:30 arterial
96 93 9 0.82 11:30-12:00 arterial
96 94 0 0.65 07:00-07:30 urban
96 94 1 0.50 07:30-08:00 urban
96 94 2 0.40 08:00-08:30 urban
96 94 3 0.45 08:30-09:00 urban
96 94 4 0.60 09:00-09:30 urban
96 94 5 0.70 09:30-10:00 urban
96 94 6 0.80 10:00-10:30 urban
96 94 7 0.85 10:30-11:00 urban
96 94 8 0.80 11:00-11:30 urban
96 94 9 0.70 11:30-12:00 urban
96 95 0 0.72 07:00-07:30 suburban
96 95 1 0.60 07:30-08:00 suburban
96 95 2 0.50 08:00-08:30 suburban
96 95 3 0.55 08:30-09:00 suburban
96 95 4 0.68 09:00-09:30 suburban
96 95 5 0.78 09:30-10:00 suburban
96 95 6 0.86 10:00-10:30 suburban
96 95 7 0.90 10:30-11:00 suburban
96 95 8 0.86 11:00-11:30 suburban
96 95 9 0.78 11:30-12:00 suburban
96 97 0 0.72 07:00-07:30 suburban
96 97 1 0.60 07:30-08:00 suburban
96 97 2 0.50 08:00-08:30 suburban
96 97 3 0.55 08:30-09:00 suburban
96 97 4 0.68 09:00-09:30 suburban
96 97 5 0.78 09:30-10:00 suburban
96 97 6 0.86 10:00-10:30 suburban
96 97 7 0.90 10:30-11:00 suburban
96 97 8 0.86 11:00-11:30 suburban
96 97 9 0.78 11:30-12:00 suburban
96 98 0 0.72 07:00-07:30 suburban
96 98 1 0.60 07:30-08:00 suburban
96 98 2 0.50 08:00-08:30 suburban
96 98 3 0.55 08:30-09:00 suburban
96 98 4 0.68 09:00-09:30 suburban
96 98 5 0.78 09:30-10:00 suburban
96 98 6 0.86 10:00-10:30 suburban
96 98 7 0.90 10:30-11:00 suburban
96 98 8 0.86 11:00-11:30 suburban
96 98 9 0.78 11:30-12:00 suburban
96 99 0 0.65 07:00-07:30 urban
96 99 1 0.50 07:30-08:00 urban
96 99 2 0.40 08:00-08:30 urban
96 99 3 0.45 08:30-09:00 urban
96 99 4 0.60 09:00-09:30 urban
96 99 5 0.70 09:30-10:00 urban
96 99 6 0.80 10:00-10:30 urban
96 99 7 0.85 10:30-11:00 urban
96 99 8 0.80 11:00-11:30 urban
96 99 9 0.70 11:30-12:00 urban
96 100 0 0.65 07:00-07:30 urban
96 100 1 0.50 07:30-08:00 urban
96 100 2 0.40 08:00-08:30 urban
96 100 3 0.45 08:30-09:00 urban
96 100 4 0.60 09:00-09:30 urban
96 100 5 0.70 09:30-10:00 urban
96 100 6 0.80 10:00-10:30 urban
96 100 7 0.85 10:30-11:00 urban
96 100 8 0.80 11:00-11:30 urban
96 100 9 0.70 11:30-12:00 urban
96 101 0 0.72 07:00-07:30 suburban
96 101 1 0.60 07:30-08:00 suburban
96 101 2 0.50 08:00-08:30 suburban
96 101 3 0.55 08:30-09:00 suburban
96 101 4 0.68 09:00-09:30 suburban
96 101 5 0.78 09:30-10:00 suburban
96 101 6 0.86 10:00-10:30 suburban
96 101 7 0.90 10:30-11:00 suburban
96 101 8 0.86 11:00-11:30 suburban
96 101 9 0.78 11:30-12:00 suburban
96 102 0 0.65 07:00-07:30 urban
96 102 1 0.50 07:30-08:00 urban
96 102 2 0.40 08:00-08:30 urban
96 102 3 0.45 08:30-09:00 urban
96 102 4 0.60 09:00-09:30 urban
96 102 5 0.70 09:30-10:00 urban
96 102 6 0.80 10:00-10:30 urban
96 102 7 0.85 10:30-11:00 urban
96 102 8 0.80 11:00-11:30 urban
96 102 9 0.70 11:30-12:00 urban
96 103 0 0.65 07:00-07:30 urban
96 103 1 0.50 07:30-08:00 urban
96 103 2 0.40 08:00-08:30 urban
96 103 3 0.45 08:30-09:00 urban
96 103 4 0.60 09:00-09:30 urban
96 103 5 0.70 09:30-10:00 urban
96 103 6 0.80 10:00-10:30 urban
96 103 7 0.85 10:30-11:00 urban
96 103 8 0.80 11:00-11:30 urban
96 103 9 0.70 11:30-12:00 urban
96 104 0 0.72 07:00-07:30 suburban
96 104 1 0.60 07:30-08:00 suburban
96 104 2 0.50 08:00-08:30 suburban
96 104 3 0.55 08:30-09:00 suburban
96 104 4 0.68 09:00-09:30 suburban
96 104 5 0.78 09:30-10:00 suburban
96 104 6 0.86 10:00-10:30 suburban
96 104 7 0.90 10:30-11:00 suburban
96 104 8 0.86 11:00-11:30 suburban
96 104 9 0.78 11:30-12:00 suburban
96 105 0 0.65 07:00-07:30 urban
96 105 1 0.50 07:30-08:00 urban
96 105 2 0.40 08:00-08:30 urban
96 105 3 0.45 08:30-09:00 urban
96 105 4 0.60 09:00-09:30 urban
96 105 5 0.70 09:30-10:00 urban
96 105 6 0.80 10:00-10:30 urban
96 105 7 0.85 10:30-11:00 urban
96 105 8 0.80 11:00-11:30 urban
96 105 9 0.70 11:30-12:00 urban
96 106 0 0.72 07:00-07:30 suburban
96 106 1 0.60 07:30-08:00 suburban
96 106 2 0.50 08:00-08:30 suburban
96 106 3 0.55 08:30-09:00 suburban
96 106 4 0.68 09:00-09:30 suburban
96 106 5 0.78 09:30-10:00 suburban
96 106 6 0.86 10:00-10:30 suburban
96 106 7 0.90 10:30-11:00 suburban
96 106 8 0.86 11:00-11:30 suburban
96 106 9 0.78 11:30-12:00 suburban
96 107 0 0.65 07:00-07:30 urban
96 107 1 0.50 07:30-08:00 urban
96 107 2 0.40 08:00-08:30 urban
96 107 3 0.45 08:30-09:00 urban
96 107 4 0.60 09:00-09:30 urban
96 107 5 0.70 09:30-10:00 urban
96 107 6 0.80 10:00-10:30 urban
96 107 7 0.85 10:30-11:00 urban
96 107 8 0.80 11:00-11:30 urban
96 107 9 0.70 11:30-12:00 urban
96 108 0 0.65 07:00-07:30 urban
96 108 1 0.50 07:30-08:00 urban
96 108 2 0.40 08:00-08:30 urban
96 108 3 0.45 08:30-09:00 urban
96 108 4 0.60 09:00-09:30 urban
96 108 5 0.70 09:30-10:00 urban
96 108 6 0.80 10:00-10:30 urban
96 108 7 0.85 10:30-11:00 urban
96 108 8 0.80 11:00-11:30 urban
96 108 9 0.70 11:30-12:00 urban
96 109 0 0.80 07:00-07:30 arterial
96 109 1 0.70 07:30-08:00 arterial
96 109 2 0.60 08:00-08:30 arterial
96 109 3 0.65 08:30-09:00 arterial
96 109 4 0.75 09:00-09:30 arterial
96 109 5 0.82 09:30-10:00 arterial
96 109 6 0.90 10:00-10:30 arterial
96 109 7 0.95 10:30-11:00 arterial
96 109 8 0.90 11:00-11:30 arterial
96 109 9 0.82 11:30-12:00 arterial
96 110 0 0.80 07:00-07:30 arterial
96 110 1 0.70 07:30-08:00 arterial
96 110 2 0.60 08:00-08:30 arterial
96 110 3 0.65 08:30-09:00 arterial
96 110 4 0.75 09:00-09:30 arterial
96 110 5 0.82 09:30-10:00 arterial
96 110 6 0.90 10:00-10:30 arterial
96 110 7 0.95 10:30-11:00 arterial
96 110 8 0.90 11:00-11:30 arterial
96 110 9 0.82 11:30-12:00 arterial
96 111 0 0.80 07:00-07:30 arterial
96 111 1 0.70 07:30-08:00 arterial
96 111 2 0.60 08:00-08:30 arterial
96 111 3 0.65 08:30-09:00 arterial
96 111 4 0.75 09:00-09:30 arterial
96 111 5 0.82 09:30-10:00 arterial
96 111 6 0.90 10:00-10:30 arterial
96 111 7 0.95 10:30-11:00 arterial
96 111 8 0.90 11:00-11:30 arterial
96 111 9 0.82 11:30-12:00 arterial
96 112 0 0.72 07:00-07:30 suburban
96 112 1 0.60 07:30-08:00 suburban
96 112 2 0.50 08:00-08:30 suburban
96 112 3 0.55 08:30-09:00 suburban
96 112 4 0.68 09:00-09:30 suburban
96 112 5 0.78 09:30-10:00 suburban
96 112 6 0.86 10:00-10:30 suburban
96 112 7 0.90 10:30-11:00 suburban
96 112 8 0.86 11:00-11:30 suburban
96 112 9 0.78 11:30-12:00 suburban
96 113 0 0.80 07:00-07:30 arterial
96 113 1 0.70 07:30-08:00 arterial
96 113 2 0.60 08:00-08:30 arterial
96 113 3 0.65 08:30-09:00 arterial
96 113 4 0.75 09:00-09:30 arterial
96 113 5 0.82 09:30-10:00 arterial
96 113 6 0.90 10:00-10:30 arterial
96 113 7 0.95 10:30-11:00 arterial
96 113 8 0.90 11:00-11:30 arterial
96 113 9 0.82 11:30-12:00 arterial
96 114 0 0.65 07:00-07:30 urban
96 114 1 0.50 07:30-08:00 urban
96 114 2 0.40 08:00-08:30 urban
96 114 3 0.45 08:30-09:00 urban
96 114 4 0.60 09:00-09:30 urban
96 114 5 0.70 09:30-10:00 urban
96 114 6 0.80 10:00-10:30 urban
96 114 7 0.85 10:30-11:00 urban
96 114 8 0.80 11:00-11:30 urban
96 114 9 0.70 11:30-12:00 urban
96 115 0 0.80 07:00-07:30 arterial
96 115 1 0.70 07:30-08:00 arterial
96 115 2 0.60 08:00-08:30 arterial
96 115 3 0.65 08:30-09:00 arterial
96 115 4 0.75 09:00-09:30 arterial
96 115 5 0.82 09:30-10:00 arterial
96 115 6 0.90 10:00-10:30 arterial
96 115 7 0.95 10:30-11:00 arterial
96 115 8 0.90 11:00-11:30 arterial
96 115 9 0.82 11:30-12:00 arterial
96 116 0 0.72 07:00-07:30 suburban
96 116 1 0.60 07:30-08:00 suburban
96 116 2 0.50 08:00-08:30 suburban
96 116 3 0.55 08:30-09:00 suburban
96 116 4 0.68 09:00-09:30 suburban
96 116 5 0.78 09:30-10:00 suburban
96 116 6 0.86 10:00-10:30 suburban
96 116 7 0.90 10:30-11:00 suburban
96 116 8 0.86 11:00-11:30 suburban
96 116 9 0.78 11:30-12:00 suburban
96 117 0 0.65 07:00-07:30 urban
96 117 1 0.50 07:30-08:00 urban
96 117 2 0.40 08:00-08:30 urban
96 117 3 0.45 08:30-09:00 urban
96 117 4 0.60 09:00-09:30 urban
96 117 5 0.70 09:30-10:00 urban
96 117 6 0.80 10:00-10:30 urban
96 117 7 0.85 10:30-11:00 urban
96 117 8 0.80 11:00-11:30 urban
96 117 9 0.70 11:30-12:00 urban
96 118 0 0.72 07:00-07:30 suburban
96 118 1 0.60 07:30-08:00 suburban
96 118 2 0.50 08:00-08:30 suburban
96 118 3 0.55 08:30-09:00 suburban
96 118 4 0.68 09:00-09:30 suburban
96 118 5 0.78 09:30-10:00 suburban
96 118 6 0.86 10:00-10:30 suburban
96 118 7 0.90 10:30-11:00 suburban
96 118 8 0.86 11:00-11:30 suburban
96 118 9 0.78 11:30-12:00 suburban
96 119 0 0.65 07:00-07:30 urban
96 119 1 0.50 07:30-08:00 urban
96 119 2 0.40 08:00-08:30 urban
96 119 3 0.45 08:30-09:00 urban
96 119 4 0.60 09:00-09:30 urban
96 119 5 0.70 09:30-10:00 urban
96 119 6 0.80 10:00-10:30 urban
96 119 7 0.85 10:30-11:00 urban
96 119 8 0.80 11:00-11:30 urban
96 119 9 0.70 11:30-12:00 urban
96 120 0 0.72 07:00-07:30 suburban
96 120 1 0.60 07:30-08:00 suburban
96 120 2 0.50 08:00-08:30 suburban
96 120 3 0.55 08:30-09:00 suburban
96 120 4 0.68 09:00-09:30 suburban
96 120 5 0.78 09:30-10:00 suburban
96 120 6 0.86 10:00-10:30 suburban
96 120 7 0.90 10:30-11:00 suburban
96 120 8 0.86 11:00-11:30 suburban
96 120 9 0.78 11:30-12:00 suburban
96 121 0 0.72 07:00-07:30 suburban
96 121 1 0.60 07:30-08:00 suburban
96 121 2 0.50 08:00-08:30 suburban
96 121 3 0.55 08:30-09:00 suburban
96 121 4 0.68 09:00-09:30 suburban
96 121 5 0.78 09:30-10:00 suburban
96 121 6 0.86 10:00-10:30 suburban
96 121 7 0.90 10:30-11:00 suburban
96 121 8 0.86 11:00-11:30 suburban
96 121 9 0.78 11:30-12:00 suburban
96 122 0 0.65 07:00-07:30 urban
96 122 1 0.50 07:30-08:00 urban
96 122 2 0.40 08:00-08:30 urban
96 122 3 0.45 08:30-09:00 urban
96 122 4 0.60 09:00-09:30 urban
96 122 5 0.70 09:30-10:00 urban
96 122 6 0.80 10:00-10:30 urban
96 122 7 0.85 10:30-11:00 urban
96 122 8 0.80 11:00-11:30 urban
96 122 9 0.70 11:30-12:00 urban
96 123 0 0.72 07:00-07:30 suburban
96 123 1 0.60 07:30-08:00 suburban
96 123 2 0.50 08:00-08:30 suburban
96 123 3 0.55 08:30-09:00 suburban
96 123 4 0.68 09:00-09:30 suburban
96 123 5 0.78 09:30-10:00 suburban
96 123 6 0.86 10:00-10:30 suburban
96 123 7 0.90 10:30-11:00 suburban
96 123 8 0.86 11:00-11:30 suburban
96 123 9 0.78 11:30-12:00 suburban
96 124 0 0.65 07:00-07:30 urban
96 124 1 0.50 07:30-08:00 urban
96 124 2 0.40 08:00-08:30 urban
96 124 3 0.45 08:30-09:00 urban
96 124 4 0.60 09:00-09:30 urban
96 124 5 0.70 09:30-10:00 urban
96 124 6 0.80 10:00-10:30 urban
96 124 7 0.85 10:30-11:00 urban
96 124 8 0.80 11:00-11:30 urban
96 124 9 0.70 11:30-12:00 urban
96 125 0 0.72 07:00-07:30 suburban
96 125 1 0.60 07:30-08:00 suburban
96 125 2 0.50 08:00-08:30 suburban
96 125 3 0.55 08:30-09:00 suburban
96 125 4 0.68 09:00-09:30 suburban
96 125 5 0.78 09:30-10:00 suburban
96 125 6 0.86 10:00-10:30 suburban
96 125 7 0.90 10:30-11:00 suburban
96 125 8 0.86 11:00-11:30 suburban
96 125 9 0.78 11:30-12:00 suburban
96 126 0 0.72 07:00-07:30 suburban
96 126 1 0.60 07:30-08:00 suburban
96 126 2 0.50 08:00-08:30 suburban
96 126 3 0.55 08:30-09:00 suburban
96 126 4 0.68 09:00-09:30 suburban
96 126 5 0.78 09:30-10:00 suburban
96 126 6 0.86 10:00-10:30 suburban
96 126 7 0.90 10:30-11:00 suburban
96 126 8 0.86 11:00-11:30 suburban
96 126 9 0.78 11:30-12:00 suburban
96 127 0 0.72 07:00-07:30 suburban
96 127 1 0.60 07:30-08:00 suburban
96 127 2 0.50 08:00-08:30 suburban
96 127 3 0.55 08:30-09:00 suburban
96 127 4 0.68 09:00-09:30 suburban
96 127 5 0.78 09:30-10:00 suburban
96 127 6 0.86 10:00-10:30 suburban
96 127 7 0.90 10:30-11:00 suburban
96 127 8 0.86 11:00-11:30 suburban
96 127 9 0.78 11:30-12:00 suburban
96 128 0 0.72 07:00-07:30 suburban
96 128 1 0.60 07:30-08:00 suburban
96 128 2 0.50 08:00-08:30 suburban
96 128 3 0.55 08:30-09:00 suburban
96 128 4 0.68 09:00-09:30 suburban
96 128 5 0.78 09:30-10:00 suburban
96 128 6 0.86 10:00-10:30 suburban
96 128 7 0.90 10:30-11:00 suburban
96 128 8 0.86 11:00-11:30 suburban
96 128 9 0.78 11:30-12:00 suburban
96 129 0 0.65 07:00-07:30 urban
96 129 1 0.50 07:30-08:00 urban
96 129 2 0.40 08:00-08:30 urban
96 129 3 0.45 08:30-09:00 urban
96 129 4 0.60 09:00-09:30 urban
96 129 5 0.70 09:30-10:00 urban
96 129 6 0.80 10:00-10:30 urban
96 129 7 0.85 10:30-11:00 urban
96 129 8 0.80 11:00-11:30 urban
96 129 9 0.70 11:30-12:00 urban
96 130 0 0.65 07:00-07:30 urban
96 130 1 0.50 07:30-08:00 urban
96 130 2 0.40 08:00-08:30 urban
96 130 3 0.45 08:30-09:00 urban
96 130 4 0.60 09:00-09:30 urban
96 130 5 0.70 09:30-10:00 urban
96 130 6 0.80 10:00-10:30 urban
96 130 7 0.85 10:30-11:00 urban
96 130 8 0.80 11:00-11:30 urban
96 130 9 0.70 11:30-12:00 urban
96 131 0 0.72 07:00-07:30 suburban
96 131 1 0.60 07:30-08:00 suburban
96 131 2 0.50 08:00-08:30 suburban
96 131 3 0.55 08:30-09:00 suburban
96 131 4 0.68 09:00-09:30 suburban
96 131 5 0.78 09:30-10:00 suburban
96 131 6 0.86 10:00-10:30 suburban
96 131 7 0.90 10:30-11:00 suburban
96 131 8 0.86 11:00-11:30 suburban
96 131 9 0.78 11:30-12:00 suburban
96 132 0 0.72 07:00-07:30 suburban
96 132 1 0.60 07:30-08:00 suburban
96 132 2 0.50 08:00-08:30 suburban
96 132 3 0.55 08:30-09:00 suburban
96 132 4 0.68 09:00-09:30 suburban
96 132 5 0.78 09:30-10:00 suburban
96 132 6 0.86 10:00-10:30 suburban
96 132 7 0.90 10:30-11:00 suburban
96 132 8 0.86 11:00-11:30 suburban
96 132 9 0.78 11:30-12:00 suburban
96 133 0 0.72 07:00-07:30 suburban
96 133 1 0.60 07:30-08:00 suburban
96 133 2 0.50 08:00-08:30 suburban
96 133 3 0.55 08:30-09:00 suburban
96 133 4 0.68 09:00-09:30 suburban
96 133 5 0.78 09:30-10:00 suburban
